car	marca	modelo	año	cilindrada	estilo	combustibile	transmision	estado	kilometraje	puertas	pagoImpuesto	negociable	recibeVehiculo	fechaIngreso	vecesVisto	comentarios	precio
3472681	Toyota	RAV4	2009	"2,500 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	ND	4	SI	NO	SI	05 de Febrero del 2020	Este vehículo ha sido visto 670 veces.	Impecable FB: Z MOTORS. Contáctenos x WhatsApp.	6995000
80623242	Nissan	FRONTIER	2001	"2,000 cc"	Pickup 4x2	Gasolina	Manual	Bueno	1	2	SI	NO	NO	07 de Febrero del 2020	Este vehículo ha sido visto 159 veces.	INCLUYE CAJÓN REFRIGARADO PARÁ CONGELADO TODO FUNSIONA PERFECTAMENTE	6995000
96803506	Suzuki	GRAND VITARA	2012	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	ND	4	SI	SI	NO	10 de Febrero del 2020	Este vehículo ha sido visto 442 veces.	GANGA MARCHAMO INCLUIDO AUTOMATICO CUATRO POR CUATRO TODO AL DIA APROVECHE	6995000
43947040	Hyundai	ELANTRA SE	2015	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	60000	4	SI	SI	NO	24 de Julio del 2019	Este vehículo ha sido visto 3512 veces.	"PARA INSCRIBIR,IMPECABLE,RTV AL DIA,CÁMARA RETROCESO"	7000000
91024310	Toyota	RAV4	2008	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	139000	5	SI	SI	SI	16 de Setiembre del 2019	Este vehículo ha sido visto 3601 veces.	"Llantas nuevas, cero derrames,"	7000000
3193779	Daihatsu	FEROZA	1999	"1,600 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	84309	2	SI	SI	SI	07 de Enero del 2020	Este vehículo ha sido visto 2104 veces.	AL DIA-GARANTIA X ESCRITO-RECIBO-FINANCIO-autossantodomingocrABIERT DOMINGO.GUANACASTE SANTA CRUZ	2675000
70614290	Ford	EXPLORER SPORT TRAC	2007	"4,000 cc"	Pickup 4x2	Gasolina	Automática/Dual	Excelente	300000	4	SI	SI	NO	16 de Enero del 2020	Este vehículo ha sido visto 802 veces.	"Financió, Versiónl Americana, Llantas michelin."	6999000
36208919	Mitsubishi	ASX	2012	"2,000 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	71000	5	SI	SI	NO	13 de Mayo del 2019	Este vehículo ha sido visto 2582 veces.		7000000
2865984	Chevrolet	SPARK	2016	"1,200 cc"	Hatchback	Gasolina	Manual	Excelente	20000	4	SI	SI	SI	17 de Setiembre del 2019	Este vehículo ha sido visto 1054 veces.	se recibe y se financia	7000000
6400652	Hyundai	HD45	2010	"2,700 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Excelente	ND	2	SI	SI	SI	17 de Setiembre del 2019	Este vehículo ha sido visto 1748 veces.	SE RECIBE Y SE FINANCIA	7000000
69999890	Subaru	IMPREZA STI	1999	"2,000 cc"	Sedán	Gasolina	Manual	Muy Bueno	160000	4	SI	SI	NO	25 de Octubre del 2019	Este vehículo ha sido visto 2885 veces.	Sti version V JDM	7000000
28831313	Hyundai	ELANTRA	2015	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	60000	4	SI	NO	NO	09 de Diciembre del 2019	Este vehículo ha sido visto 1078 veces.	Como nuevo para inscribir cero oxido	7000000
27908380	Volkswagen	TIGUAN	2009	"2,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	130000	5	SI	SI	NO	13 de Diciembre del 2019	Este vehículo ha sido visto 2066 veces.	TURBO DIESEL CUATROXCUATRO CAJA SEXTA TIPTRONIC FRENOS DISCO CUATRO FILTROS KN FIBRAS NUEVAS MARCHAM	7000000
77002970	Nissan	FRONTIER	2008	"2,500 cc"	Pickup 4x2	Diesel	Manual	Muy Bueno	246000	4	SI	SI	NO	23 de Diciembre del 2019	Este vehículo ha sido visto 1727 veces.	Urge vender	7000000
9601823	Hyundai	PORTER H100	2011	"2,500 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Excelente	67896	2	SI	NO	NO	06 de Enero del 2020	Este vehículo ha sido visto 799 veces.	"Para inscribir, financiamiento disponible"	7000000
28545614	Audi	A5 SPORT	2010	"2,000 cc"	Sedán	Gasolina	Automática/Dual	Excelente	129000	5	SI	SI	NO	16 de Febrero del 2020	Este vehículo ha sido visto 227 veces.		8500000
4131385	Toyota	CAMRY	2013	"2,500 cc"	Sedán	Híbrido	Automática/Dual	Excelente	ND	4	SI	NO	NO	16 de Enero del 2020	Este vehículo ha sido visto 1594 veces.	"VERSION NACIONAL, VIDRIOS Y ESPEJOS ELECTRICOS, RADIO USB Y AUX, BLUETOOTH, AROS DE LUJO, HALOGENOS"	8524808
95445230	Nissan	MARCH	2019	"1,600 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	4800	4	SI	SI	NO	26 de Enero del 2020	Este vehículo ha sido visto 1162 veces.	"Termine de estrenar esta nuevo, un solo dueño IMPECABLE"	8530000
80358453	Suzuki	SAMURAI	1992	"1,300 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	80000	2	SI	SI	SI	17 de Enero del 2020	Este vehículo ha sido visto 954 veces.	"Batería y radiador nuevos - Inyectado - Llantas MT, se puede recibir un Yaris hatchback."	2950000
2504698	Honda	CRV EX	2004	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	ND	4	SI	NO	NO	13 de Febrero del 2020	Este vehículo ha sido visto 977 veces.	PRECIO DE IMPORTACION INCLUYE IMPUESTOS Y GASTOS ADUANEROS	3975000
3044499	Hyundai	TUCSON	2013	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	90500	4	SI	SI	NO	15 de Febrero del 2020	Este vehículo ha sido visto 19 veces.	"Excelente estado, carro de texas, USA."	8500000
4356593	MG	360	2017	"1,500 cc"	Sedán	Gasolina	Manual	Excelente	62274	4	SI	SI	SI	11 de Enero del 2020	Este vehículo ha sido visto 649 veces.	"Excelente estado, Record de agencia."	8522800
7951343	Kia	RIO	2017	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	62232	4	SI	NO	NO	31 de Enero del 2020	Este vehículo ha sido visto 217 veces.	AUTOMOVIL	8522800
4431976	Nissan	SENTRA	2017	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	76500	4	SI	NO	NO	01 de Febrero del 2020	Este vehículo ha sido visto 482 veces.	SEDAN	8522800
11606119	Honda	CRV	1999	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Muy Bueno	ND	5	SI	NO	NO	28 de Enero del 2020	Este vehículo ha sido visto 300 veces.	Poco uso recibo automóvil	3400000
2877992	Fiat	500 ABARTH	2013	"1,400 cc"	Hatchback	Gasolina	Manual	Excelente	55000	2	SI	NO	NO	20 de Enero del 2020	Este vehículo ha sido visto 574 veces.	"SUPER BIEN CUIDADO, TURBO FULL EXTRAS, SE FINANCIA CON BANCO, SE RECIBE"	8529824
59959037	Great	Wall H6	2017	"1,500 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	38000	5	SI	NO	SI	08 de Enero del 2020	Este vehículo ha sido visto 625 veces.	"Mantenimiento de agencia muy espacioso, con muchas extras. Se puede recibir vehículo."	8550000
2382178	Toyota	COROLLA LE WT-I	2015	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	84925	4	SI	SI	SI	16 de Febrero del 2020	Este vehículo ha sido visto 10 veces.	UN DUEÑO-RECORD AGENCIA-MUCHAS EXTRAS-GARANTIA-RECIBO-FINANCIO-autossantodomingocrABIERTO DOMING	8575000
8691228	BMW	320I E21	1981	"2,000 cc"	Sedán	Gasolina	Manual	Excelente	72000	2	SI	NO	NO	03 de Mayo del 2019	Este vehículo ha sido visto 6971 veces.	"Todo original, Impecable, de colección, financio con la mitad de valor de prima"	8580000
4058478	BYD	F3	2018	"1,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	ND	5	SI	SI	NO	27 de Agosto del 2019	Este vehículo ha sido visto 1802 veces.	"SIGA ESTRENANDO,,GARANTIA DE FABRICA...FULL EXTRAS..FINANCIO..."	8580000
67418977	Nissan	PATHFINDER	1997	"3,000 cc"	Todo Terreno 4x4	Híbrido	Manual	Muy Bueno	12345	4	SI	SI	NO	31 de Enero del 2020	Este vehículo ha sido visto 281 veces.	Se escucha ofertas se recibe YARIS  ...... Todo al dias usa GAS LP	3000000
84760437	Audi	A3	2016	"1,200 cc"	Hatchback	Gasolina	Manual	Excelente	38000	2	SI	SI	NO	29 de Noviembre del 2019	Este vehículo ha sido visto 2339 veces.	No se reciben motos. Excelente Estado. Muy Económico: 650km por tanque. Poco Kilometraje. Record de	9000000
69559596	Mercedes	Benz CLS350	2006	"3,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	66000	4	SI	SI	NO	09 de Diciembre del 2019	Este vehículo ha sido visto 1219 veces.		9000000
5601601	Kia	SORENTO	2012	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	80000	4	SI	SI	SI	26 de Junio del 2019	Este vehículo ha sido visto 2503 veces.	"Impecable, full extras, de agencia, SIETE PASAJEROS, financiamiento, mas info en Fb Auto Match!!!!!!"	9000000
9382115	Mitsubishi	ASX	2014	"2,000 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	98850	4	SI	SI	SI	27 de Junio del 2019	Este vehículo ha sido visto 3607 veces.	"ransmisión manual, aros de lujo, radio original con Bluetooth y AUX, volante multifunc"	9000000
5017257	Mitsubishi	MONTERO SPORT	2009	"2,800 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	ND	5	SI	SI	SI	17 de Setiembre del 2019	Este vehículo ha sido visto 2994 veces.	SE RECIBE Y SE FINANCIA	9000000
86760370	Nissan	PATHFINDER	2008	"2,400 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	258000	5	SI	SI	NO	06 de Diciembre del 2019	Este vehículo ha sido visto 2042 veces.	VERSION LE FULCUERO SIN DAÑOS LLANTAS NUEVAS PEGADERO. TOLDO.TUBO DE AGUA. IMPECABLE Siete pasajeros	9000000
90754158	Porsche	CAYENNE	2006	"3,200 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	ND	4	SI	SI	NO	04 de Enero del 2020	Este vehículo ha sido visto 1087 veces.	"Exc estado, aros 22, llantas nuevas, discos perforados, stops ahumados de LED, spoiler trasero GTS"	9000000
89760332	Nissan	TITAN	2005	"5,600 cc"	Pickup 4x2	Híbrido	Automática/Dual	Excelente	173000	5	SI	SI	NO	06 de Enero del 2020	Este vehículo ha sido visto 680 veces.	Excelente Estado- Trabaja tanto con Gasolina como con Gas LP- Versión Sport-Tiene Pegadero p Carreta	9000000
50208066	Hyundai	COUNTY	2001	"3,900 cc"	Microbús/Minivan	Diesel	Manual	Excelente	ND	4	SI	SI	NO	08 de Enero del 2020	Este vehículo ha sido visto 700 veces.	Buseta en excelente estado Capacidad veinticinco Pasajeros precio Negociable PREGUNTE SIN COMPROMISO	9000000
48741041	Mitsubishi	OUTLANDER	2004	"2,400 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	23000	5	SI	SI	NO	27 de Enero del 2020	Este vehículo ha sido visto 1790 veces.	Muy lindo familiar	3000000
95133368	Volkswagen	TIGUAN	2012	"2,000 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	93000	5	SI	NO	NO	09 de Enero del 2020	Este vehículo ha sido visto 658 veces.	ASIENTOS DE CUERO-EXCELENTE ESTADO-IMPECABLE	9000000
35903420	Toyota	YARIS	2017	"1,500 cc"	Sedán	Gasolina	Automática/Dual	Excelente	42300	4	SI	SI	NO	10 de Enero del 2020	Este vehículo ha sido visto 734 veces.	Record de agencia! Poco kilometraje. Llantas nuevas y bateria nueva.	9000000
2796656	Mitsubishi	CANTER	2009	"3,900 cc"	Camión 1.0-3.5 ton.	Diesel	Manual	Excelente	84500	2	SI	SI	NO	14 de Enero del 2020	Este vehículo ha sido visto 911 veces.	"VEA EL KILOMETRAJE, ESTA EN EXCELENTES CONDICONES, PRACTICAMENTE NO DE TRABAJO"	9000000
46515754	Jeep	COMMANDO	1970	"4,300 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	10000	2	SI	SI	NO	19 de Enero del 2020	Este vehículo ha sido visto 3101 veces.	Jeepster Commando  todo original al dia y firma	3000000
99288002	Honda	ACCORD EXL	2008	"2,400 cc"	Sedán	Gasolina	Manual	Excelente	127000	5	SI	SI	SI	15 de Febrero del 2020	Este vehículo ha sido visto 360 veces.	LA VERSION MAS FULL y MANUAL - Pedido especial en AZUL - UNICO DUEÑO - CAMBIO doy vuelto! NEGOCIABLE	7000000
49705540	Chevrolet	BEAT	2018	"1,200 cc"	Sedán	Gasolina	Manual	Excelente	9300	4	SI	SI	NO	15 de Febrero del 2020	Este vehículo ha sido visto 140 veces.		7000000
6929042	Hyundai	GRAND I10 GLS	2017	"1,200 cc"	Sedán	Gasolina	Manual	Excelente	ND	4	SI	NO	NO	13 de Agosto del 2019	Este vehículo ha sido visto 2721 veces.	Version nacional comprado en agencia estable mecanicamente y pintura garantia por escrito	7036106
7875307	Ssang	Yong TIVOLI	2017	"1,600 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	ND	4	SI	NO	NO	23 de Agosto del 2019	Este vehículo ha sido visto 3407 veces.	Version nacional comprado en agencia estable mecanicamente y pintura muy economico garantia por escr	7098930
4580229	Hyundai	ACCENT	2016	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	28000	4	SI	SI	SI	18 de Junio del 2019	Este vehículo ha sido visto 2455 veces.	Excelentes Condiciones. Como Nuevo. Financiamiento Disponible	7100000
8385848	Suzuki	GRAND VITARA PREMIUM	2012	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	104400	5	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 1392 veces.	EXC ESTADO APROVECHE GANGA IMPECABLE DE MECANICA CARROCERIA FULL EXTRAS AROS LUJO	7100000
98478605	Honda	CRV	2008	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	ND	4	SI	SI	NO	22 de Enero del 2020	Este vehículo ha sido visto 474 veces.	EXCELENTE ESTADO. RECIBO CARRO MENOR VALOR.	6600000
3451657	Hyundai	ACCENT	2016	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	100000	4	SI	NO	SI	10 de Enero del 2020	Este vehículo ha sido visto 629 veces.	FINANCIAMIENTO DISPONIBLE!	7024562
8549060	Hyundai	GRAND I10	2017	"1,200 cc"	Hatchback	Gasolina	Manual	Excelente	57000	5	SI	NO	NO	11 de Febrero del 2020	Este vehículo ha sido visto 70 veces.	Financiamiento disponible	7035600
87086954	Honda	CIVIC	2013	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	94000	4	SI	SI	NO	08 de Enero del 2020	Este vehículo ha sido visto 1371 veces.	Modelo LX. Versión Nacional. Venta por falta de uso.	7050000
44226242	Suzuki	GRAND VITARA	2012	"2,400 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	106000	5	SI	SI	NO	22 de Enero del 2020	Este vehículo ha sido visto 385 veces.		7050000
39892646	Honda	CIVIC SI	2009	"2,000 cc"	Sedán	Gasolina	Manual	Excelente	134000	2	SI	SI	NO	14 de Enero del 2020	Este vehículo ha sido visto 627 veces.		7055000
90881240	Mitsubishi	MONTERO SPORT	2006	"2,800 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Muy Bueno	168000	5	SI	SI	NO	06 de Enero del 2020	Este vehículo ha sido visto 1384 veces.	solo venta	7100000
78204663	Hyundai	ACCENT BLUE GL	2017	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	75000	4	SI	SI	SI	09 de Enero del 2020	Este vehículo ha sido visto 858 veces.	Precio Rebajado. Excelente estado. Caja Sexta único dueño. Se puede recibir un vehículo Alto.	7100000
51977266	Hyundai	ACCENT BLUE	2016	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	93206	4	SI	SI	NO	20 de Enero del 2020	Este vehículo ha sido visto 345 veces.	Vehículo en excelente estado. Solamente ha tenido dos dueños.	7100000
34507933	Suzuki	SIDEKICK	1995	"1,600 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Muy Bueno	13000	5	SI	NO	NO	17 de Enero del 2020	Este vehículo ha sido visto 652 veces.	Exc estado todo al día aalarma anti secuestro raudio con pantalla y se puede contestar llamadas	3000000
87335249	Chevrolet	TRACKER	2000	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	25000	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 289 veces.	perfectp estado bien cuidado URGE	3100000
97292132	Hyundai	ELANTRA LIMITED	2015	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	50000	4	SI	SI	NO	07 de Diciembre del 2019	Este vehículo ha sido visto 1808 veces.	"P/INSCRIBIR,VERSION LIMITED,MODO SPORT,STOPS EN LED,LUPAS,CUERO,CAMARA,RTV BLANCO"	7600000
9822232	Mitsubishi	MONTERO	2008	"2,800 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	198000	5	SI	SI	SI	20 de Diciembre del 2019	Este vehículo ha sido visto 2740 veces.	"Recibo, financio, vehiculo en perfecto estado"	7600000
6153643	Hyundai	GRAND I10 GLS	2018	"1,200 cc"	Hatchback	Gasolina	Automática/Dual	Excelente	ND	4	SI	NO	NO	13 de Noviembre del 2019	Este vehículo ha sido visto 1334 veces.	"VERSION NACIONAL, VIDRIOS Y ESPEJOS ELECTRICOS, CONTROL DE AUDIO EN EL VOLANTE, BLUETOOTH"	7526315
16402767	Kia	RIO	2017	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	60000	4	SI	SI	NO	14 de Enero del 2020	Este vehículo ha sido visto 606 veces.	Excelente vehículo  récord agencia	7550000
62618848	Chevrolet	TRACKER STD	2001	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	10	4	SI	SI	NO	11 de Febrero del 2020	Este vehículo ha sido visto 118 veces.	Carroceria cero corroción mecanica perfectas condiciones. Está en Aserrí	3300000
20623854	Suzuki	APV	2016	"1,600 cc"	Station Wagon	Gasolina	Manual	Excelente	120000	5	SI	SI	NO	13 de Febrero del 2020	Este vehículo ha sido visto 39 veces.	APV EN EXCELENTE ESTADO AL DIA MUY BONITA RECIEN PASADA RTV	7550000
38685501	Hyundai	ELANTRA	2015	"1,800 cc"	Sedán	Gasolina	Manual	Excelente	60000	4	SI	NO	NO	04 de Febrero del 2020	Este vehículo ha sido visto 163 veces.	Se puede financiar con cualquier institucion	7560000
6940990	Hyundai	ACCENT	2016	"1,400 cc"	Sedán	Gasolina	Automática/Dual	Excelente	32546	4	SI	SI	NO	03 de Febrero del 2020	Este vehículo ha sido visto 159 veces.	FINANCIAMIENTO DISPONIBLE	7566138
9524115	Volvo	XC90	2008	"2,500 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	120000	5	SI	SI	NO	13 de Diciembre del 2019	Este vehículo ha sido visto 952 veces.	Excelente estado turbo Diesel intercooler	7579505
44301006	Suzuki	VITARA	2002	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	88833	5	SI	NO	NO	03 de Febrero del 2020	Este vehículo ha sido visto 144 veces.	Solo vendo en efectivo	3350000
3935363	Suzuki	CIAZ GLX T	2017	"1,400 cc"	Sedán	Gasolina	Manual	Excelente	31513	4	SI	SI	NO	24 de Setiembre del 2019	Este vehículo ha sido visto 1658 veces.	MAS VEHICULOS EN NUESTRA PAGINA AUTOSFOX.COM	7600000
56754169	Hyundai	TUCSON	2012	"2,000 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	89500	5	SI	SI	SI	25 de Noviembre del 2019	Este vehículo ha sido visto 1695 veces.	GASTOS DE TRASPASO NEGOCIABLE	7600000
54972073	Honda	CIVIC EX	2013	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Muy Bueno	132000	4	SI	SI	NO	02 de Diciembre del 2019	Este vehículo ha sido visto 1549 veces.	Oportunidad Full Extras. Excelentes condiciones - Buen mantenimiento. Se vende x viaje	7600000
2006952	Nissan	VERSA	2017	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	36700	4	SI	NO	SI	12 de Junio del 2019	Este vehículo ha sido visto 3051 veces.	Hermoso e Impecable FB: Z MOTORS. Contáctenos x WhatsApp.	7800000
47859900	Toyota	PRADO	2002	"3,000 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	285000	5	SI	NO	NO	11 de Enero del 2020	Este vehículo ha sido visto 2716 veces.	SÚPER ECONÓMICO FULL EXTRAS TODO ORIGINAL DOBLE TRACCIÓN D VERDA ESCUCHO OFERTAS	7800000
4015592	Toyota	HILUX	2008	"2,500 cc"	Pickup 4x2	Diesel	Manual	Excelente	300000	4	SI	SI	NO	28 de Octubre del 2019	Este vehículo ha sido visto 3970 veces.	Perfecto estado muy económico y socado	7777192
64389193	Nissan	PATHFINDER	1999	"3,300 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	33000	5	SI	SI	NO	04 de Febrero del 2020	Este vehículo ha sido visto 284 veces.	Rtv hasta el otro año pegadero aire climatizado  Racks muy entero uso familiar versión se	3100000
9278362	Honda	CRV EX	2007	"2,400 cc"	Todo Terreno 4x2	Gasolina	Automática/Dual	Excelente	ND	4	SI	NO	SI	15 de Febrero del 2020	Este vehículo ha sido visto 229 veces.	"Para inscribir , cero oxido , full extras ,se recibe carro menor valor"	6800000
89961815	Hyundai	ELANTRA GLS	2016	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	90000	4	SI	SI	NO	18 de Febrero del 2019	Este vehículo ha sido visto 2570 veces.	RTV LLAVE INTELIGENTE AGENCIA UNICO DUEÑO AROS LUJO CAJA DUAL SENSORES PARKING	7800000
67823096	Nissan	XTRAIL	2013	"2,500 cc"	Todo Terreno 4x4	Gasolina	Manual	Muy Bueno	123000	5	SI	SI	NO	22 de Abril del 2019	Este vehículo ha sido visto 4465 veces.	Muy confiable y economico - Aros - Racks - Forros de cuero - Detalles de pintura - Todo al día.	7800000
97444608	Toyota	RAV4	1998	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	100000	5	SI	SI	NO	05 de Febrero del 2020	Este vehículo ha sido visto 84 veces.	recien pintado y llantas nuevas	3200000
47739425	Nissan	PATROL	2004	"3,000 cc"	Todo Terreno 4x4	Diesel	Manual	Excelente	ND	4	SI	NO	NO	13 de Noviembre del 2019	Este vehículo ha sido visto 2284 veces.	Exelente estado un tractor carro familiar	7800000
56928290	Hyundai	ELANTRA	2016	"1,600 cc"	Sedán	Gasolina	Manual	Excelente	29230	4	SI	SI	NO	12 de Diciembre del 2019	Este vehículo ha sido visto 1161 veces.	Marchamo incluido	7800000
13634749	Toyota	RAV4	2009	"2,500 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	172000	5	SI	NO	NO	02 de Enero del 2020	Este vehículo ha sido visto 652 veces.	Pago mitad de traspaso carro comprado en agencia contactarme por whatsapp	7800000
56698469	Hyundai	TUCSON	2011	"2,000 cc"	Todo Terreno 4x4	Gasolina	Manual	Excelente	114000	5	SI	NO	NO	06 de Enero del 2020	Este vehículo ha sido visto 680 veces.	Excelente estado. Todo al día.	7800000
3185219	Mazda	CX7	2008	"2,300 cc"	Todo Terreno 4x4	Gasolina	Automática/Dual	Excelente	100000	5	NO	SI	SI	29 de Marzo del 2019	Este vehículo ha sido visto 3204 veces.	Mas impuestos paga dos millones quinientos es la versión full extras se recibe y financian	3500000
85656306	Suzuki	ERTIGA	2016	"1,400 cc"	Station Wagon	Gasolina	Automática/Dual	Excelente	55000	5	SI	SI	NO	15 de Enero del 2020	Este vehículo ha sido visto 768 veces.	Vehículo con excelente mantenimiento	7800000
96315462	Toyota	COROLLA	2014	"1,800 cc"	Sedán	Gasolina	Automática/Dual	Excelente	82000	4	SI	SI	NO	17 de Enero del 2020	Este vehículo ha sido visto 491 veces.		7800000
11643508	Nissan	JUKE SL	2011	"1,600 cc"	Todo Terreno 4x2	Gasolina	Manual	Excelente	130000	5	SI	SI	NO	30 de Enero del 2020	Este vehículo ha sido visto 743 veces.	Vendedor propio. Se da con marchamo o se deduce del precio a convenir.	7900000
31074705	BMW	X5	2006	"3,000 cc"	Todo Terreno 4x4	Diesel	Automática/Dual	Excelente	300000	4	SI	SI	SI	04 de Febrero del 2020	Este vehículo ha sido visto 932 veces.	EXCELENTE ESTADO FULL XTRAS AROS ANCHO FINO RECIBO DE MENOR VALOR ASIENTOS VOLANTE Y ESPEJO MEMOORIA	7900000
8359492	Mini	COOPER S	2012	"1,600 cc"	Sedán	Gasolina	Automática/Dual	Excelente	56000	2	SI	SI	SI	15 de Febrero del 2020	Este vehículo ha sido visto 253 veces.	LINDO! LLAME OCHOTRES SIETEDOS CINCONUEVE NOVENTA!	7900000
